n_nodos,atoms_w,atoms_l,seed,p_0,p_1,e_gap,e_0,e_1,succ,ar,hp
14,5,5,0,0.9869,0.0124,0.125,-3.3489999999999998,-3.2239999999999998,0.9869,0.9994993221857271,1.0205915593619523
14,5,5,1,0.55575,0.4407,0.09280000000000044,-4.2826,-4.1898,0.55575,0.9900596051464062,1.116710598093326
14,5,5,2,0.99545,0.00435,0.1109,-2.5908,-2.4799,0.99545,0.9997792110545006,1.0652382603703052
14,5,5,4,1.0,0.0,0.42459999999999987,-3.8791999999999995,-3.4545999999999997,1.0,0.9999999999999999,1.0
14,5,5,7,0.99955,0.0003,0.10999999999999943,-4.2113,-4.1013,0.99955,0.9999466756108565,1.0489092752129188
14,5,5,8,0.99995,5e-05,0.1809999999999996,-3.9842999999999997,-3.8033,0.99995,0.9999962276936977,1.0002825652509175
14,5,5,12,0.98985,0.0037,0.0035000000000007248,-2.9430000000000005,-2.9395,0.0037,0.9968702446483179,3.7430825828637726
14,5,5,13,0.96445,0.02675,0.05999999999999961,-3.4231,-3.3631,0.96445,0.9990270281323944,1.534081481968226
14,5,5,14,0.7197,0.24705,0.000500000000000167,-3.0053,-3.0048,0.0001,0.9934975010814229,3.169647792127387
14,5,5,15,0.4853,0.26555,0.0394000000000001,-2.9901,-2.9507,0.15975,0.9834098240861512,2.4239242400385397
14,5,5,16,0.47325,0.26725,0.02320000000000011,-3.4787999999999997,-3.4555999999999996,0.47325,0.993319141658043,2.580110998452843
14,5,5,17,0.6899,0.2188,0.03340000000000032,-2.6836,-2.6502,0.6899,0.9887497521985392,2.0929014086153406
14,5,5,19,0.9212,0.0496,0.09270000000000023,-3.8103000000000002,-3.7176,0.9212,0.9957213382148385,1.136923112946836
14,5,5,22,0.9831,0.01665,0.000300000000000189,-4.4527,-4.4524,0.01665,0.9999179924540167,2.006866170150804
14,5,5,23,0.9983,0.00095,0.07099999999999973,-4.0043,-3.9333,0.9983,0.9998779924081613,1.2843980212029102
14,5,5,27,0.93585,0.0637,0.0004999999999997229,-3.3754999999999997,-3.375,0.0637,0.999789786698267,2.00084485037629
14,5,5,28,0.4217,0.2762,0.014000000000000234,-2.7552000000000003,-2.7412,0.2762,0.985018593931475,2.0867622941506405
14,5,5,29,0.99955,0.00025,0.2245999999999997,-4.8412999999999995,-4.6167,0.99955,0.9999614339123788,1.0000034312862243
14,5,5,32,0.99605,0.00395,0.14449999999999985,-4.1713,-4.0268,0.99605,0.9998631661592308,1.005472109242523
14,5,5,33,0.8545,0.11285,0.24110000000000031,-3.1813000000000002,-2.9402,0.8545,0.9885742652374815,1.00000050838952
14,5,5,35,0.99905,0.00055,0.22239999999999993,-3.8956,-3.6732,0.99905,0.9998165712598829,1.0000043851569065
14,5,5,37,0.9905,0.00705,0.0895999999999999,-3.9710999999999994,-3.8814999999999995,0.9905,0.9997047052453981,1.13502517581223
14,5,5,40,0.99975,0.00015,0.13129999999999953,-3.4391,-3.3078000000000003,0.99975,0.9999814777121921,1.0144079844807343
14,5,5,41,0.6804,0.31945,0.027899999999999814,-4.247,-4.2191,0.6804,0.9978767141511656,1.8235266155158862
14,5,5,42,0.8915,0.0506,0.06869999999999976,-2.8055000000000003,-2.7368000000000006,0.8915,0.9964348369274638,1.5622088184204015
14,5,5,44,0.9988,0.0009,0.11869999999999958,-3.5042999999999997,-3.3856,0.9988,0.9999473989099105,1.0392126678302551
14,5,5,46,0.83655,0.1628,0.0968,-3.1037,-3.0069,0.83655,0.9948862454489802,1.0973294282966162
14,5,5,47,0.97425,0.0218,0.029199999999999893,-3.0313,-3.0021,0.97425,0.9982584353247782,2.910139199803005
14,5,5,49,0.9311,0.06685,0.14510000000000067,-4.107500000000001,-3.9624,0.9311,0.9973018928788803,1.0052416205174897
14,5,5,53,0.87365,0.1254,0.005399999999999849,-3.6515999999999997,-3.6462,0.1254,0.9986502245590974,2.6962329946478585
14,5,5,55,0.9962,0.00285,0.05590000000000028,-4.1112,-4.0553,0.9962,0.9997433936563533,1.463341283491716
14,5,5,56,0.99715,0.0024,0.23519999999999985,-4.705,-4.4698,0.99715,0.9997954516471838,1.000001041132463
14,5,5,57,0.9999,0.0001,0.11770000000000014,-3.0884,-2.9707,0.9999,0.9999896613133014,1.0315737436845878
14,5,5,60,0.99525,0.00395,0.06780000000000008,-3.1687,-3.1008999999999998,0.99525,0.9998362530375234,1.3177503821381535
14,5,5,61,0.99865,0.0009,0.1623000000000001,-3.0128999999999997,-2.8505999999999996,0.99865,0.9998967041720601,1.0026290287805297
14,5,5,62,0.9999,0.0001,0.06930000000000103,-3.442500000000001,-3.3731999999999998,0.0,0.9798395787944805,1.3058158312402839
14,5,5,64,0.9906,0.00895,0.10749999999999993,-3.353,-3.2455000000000003,0.9906,0.9996324813599763,1.081013037007708
14,5,5,65,0.99985,0.0001,0.07690000000000019,-3.4034,-3.3265,0.99985,0.9999938781806429,1.3845803590602095
14,5,5,66,0.9533,0.0311,0.049799999999999844,-1.9527999999999999,-1.903,0.9533,0.998085543834494,1.5704113055268816
14,5,5,67,0.9999,0.0001,0.15649999999999942,-3.4269,-3.2704000000000004,0.9999,0.9999954331903471,1.0022225037369314
14,5,5,68,0.98745,0.01015,0.133,-3.4225,-3.2895,0.98745,0.9994892739225713,1.013554384323582
14,5,5,70,0.67775,0.21285,0.0030000000000001137,-3.1639000000000004,-3.1609000000000003,0.21285,0.9949097743291506,2.1126555460068444
14,5,5,73,0.77385,0.2257,0.013399999999999856,-3.0545,-3.0411,0.0,0.984536022262236,3.028642235169356
14,5,5,75,0.99765,0.00165,0.03200000000000003,-3.178,-3.146,0.00165,0.9898785084959094,1.7745966916154712
14,5,5,76,0.5796,0.3882,0.06180000000000074,-4.1958,-4.1339999999999995,0.3882,0.9896989715906382,1.6785274393605378
14,5,5,79,0.9982,0.0016,0.12380000000000013,-3.8695000000000004,-3.7457000000000003,0.9982,0.9998963315673859,1.0223144905190606
14,5,5,80,0.9843,0.015,0.06389999999999985,-3.8751999999999995,-3.8112999999999997,0.9843,0.999717286849711,1.4063525642566852
14,5,5,84,0.9998,0.00015,0.1400999999999999,-4.0507,-3.9106,0.9998,0.999977011380749,1.007477702042084
14,5,5,86,0.74305,0.2566,0.011700000000000266,-4.6509,-4.6392,0.2566,0.9980555430131801,1.9664518549440333
14,5,5,88,0.77495,0.225,0.039200000000000124,-3.8404000000000003,-3.8012,0.77495,0.997700950421831,1.6818074087883828
14,5,5,89,0.9763,0.02335,0.03169999999999984,-4.403,-4.3713,0.9763,0.9997643561208266,1.8021219130429222
14,5,5,90,0.85065,0.14855,0.017900000000000027,-5.055899999999999,-5.037999999999999,0.85065,0.9994337536343678,1.9236293657862813
14,5,5,92,0.99875,0.00065,0.38400000000000034,-4.4385,-4.0545,0.99875,0.9997898163794073,1.0
14,5,5,93,0.80625,0.1647,0.03469999999999995,-3.2519,-3.2172,0.80625,0.9963758971678095,2.277482278355871
14,5,5,96,0.9993,0.00045,0.16159999999999952,-4.1479,-3.9863000000000004,0.9993,0.99993592179175,1.0014828723140607
14,5,5,99,0.99955,0.0002,0.13169999999999993,-3.6801000000000004,-3.5484000000000004,0.99955,0.9999578679927176,1.0136971026688537
14,5,5,100,0.981,0.01895,0.12239999999999984,-4.3027,-4.1803,0.981,0.9992212018035188,1.0242924274911327
14,5,5,101,0.98465,0.00655,0.0948999999999991,-4.337199999999999,-4.2423,0.98465,0.9983630130037815,1.1057818782080986
