n_nodos,atoms_w,atoms_l,seed,p_0,p_1,e_gap,e_0,e_1,succ,ar,hp
12,5,4,0,0.99075,0.0085,0.020999999999999908,-3.2714,-3.2504,0.99075,0.9996340053188237,3.1214634003384023
12,5,4,1,0.9997,0.0002,0.2532000000000001,-2.8827000000000003,-2.6295,0.9997,0.9999490564401429,1.0000001135454508
12,5,4,2,0.9998,0.0002,0.2511000000000001,-3.1017,-2.8506,0.9998,0.9999838088790018,1.000000147872976
12,5,4,4,0.9512,0.0377,0.21490000000000054,-3.4995000000000003,-3.2845999999999997,0.9512,0.996607938276897,1.0000136481599382
12,5,4,5,0.56825,0.40285,0.04290000000000038,-2.2482,-2.2053,0.56825,0.9914529912819144,2.6906960234336537
12,5,4,7,0.96695,0.0191,0.09909999999999997,-3.197,-3.0979,0.96695,0.9982370534876447,1.086350188605138
12,5,4,10,0.99985,0.0001,0.18259999999999987,-3.4570999999999996,-3.2744999999999997,0.99985,0.9999820253970091,1.0003219041552411
12,5,4,11,0.58965,0.261,0.02800000000000047,-3.1236,-3.0955999999999997,0.58965,0.995315771865796,2.4165594781665485
12,5,4,12,0.9993,0.00055,0.3075999999999999,-4.3394,-4.0318000000000005,0.9993,0.9998947504263263,1.0000000000562856
12,5,4,13,0.9999,5e-05,0.3475999999999999,-3.4444999999999997,-3.0968999999999998,0.9999,0.9999806996661343,1.0000000000000824
12,5,4,15,0.9872,0.01195,0.017499999999999627,-2.8560999999999996,-2.8386,0.9872,0.9998880151255208,2.406187405333223
12,5,4,16,0.9995,0.0003,0.15390000000000015,-2.552,-2.3981,0.9995,0.9999570454545454,1.0027278315099213
12,5,4,17,0.9826,0.01005,0.06330000000000036,-2.5858,-2.5224999999999995,0.9826,0.9995149412174182,1.591855136983031
12,5,4,18,0.51595,0.48175,0.11109999999999998,-3.1356,-3.0245,0.48175,0.9812920110983543,1.0907748358044032
12,5,4,19,0.99955,0.0004,0.18149999999999977,-2.9804,-2.7989,0.99955,0.9999715692524492,1.0002704910928562
