cost,param0,param1
0.2457827370883408,0.6694560669456067,0.0
0.2668038530108299,0.6694560669456067,0.00418410041841
0.2889964354131611,0.6694560669456067,0.00836820083682
0.3121474799253485,0.6694560669456067,0.0125523012552301
0.3362191444163111,0.6694560669456067,0.0167364016736401
0.3609977056957206,0.6694560669456067,0.0209205020920502
0.3864302795623036,0.6694560669456067,0.0251046025104602
0.4124111162130259,0.6694560669456067,0.0292887029288702
0.4386909518463655,0.6694560669456067,0.0334728033472803
0.4650385427672179,0.6694560669456067,0.0376569037656903
0.4914489908181914,0.6694560669456067,0.0418410041841004
0.5174307015216697,0.6694560669456067,0.0460251046025104
0.5430525399076969,0.6694560669456067,0.0502092050209204
0.568170610543987,0.6694560669456067,0.0543933054393305
0.5924918427687673,0.6694560669456067,0.0585774058577405
0.6158713991458203,0.6694560669456067,0.0627615062761506
0.6384081537695794,0.6694560669456067,0.0669456066945606
0.6600150961151485,0.6694560669456067,0.0711297071129707
0.6803603197538317,0.6694560669456067,0.0753138075313807
0.6998015494406755,0.6694560669456067,0.0794979079497908
0.7179382269125215,0.6694560669456067,0.0836820083682008
0.7351488971239856,0.6694560669456067,0.0878661087866108
0.7512529930504381,0.6694560669456067,0.0920502092050209
0.766213490499711,0.6694560669456067,0.0962343096234309
0.780100171016274,0.6694560669456067,0.1004184100418409
0.7929642983165477,0.6694560669456067,0.104602510460251
0.8050883125668392,0.6694560669456067,0.108786610878661
0.8163226800513601,0.6694560669456067,0.1129707112970711
0.8267013455168577,0.6694560669456067,0.1171548117154811
0.8363213558944774,0.6694560669456067,0.1213389121338912
0.8452199827190348,0.6694560669456067,0.1255230125523012
0.8534770857843009,0.6694560669456067,0.1297071129707112
0.8611312162764715,0.6694560669456067,0.1338912133891213
0.8682513385861799,0.6694560669456067,0.1380753138075313
0.874821837761326,0.6694560669456067,0.1422594142259414
0.8809937122721558,0.6694560669456067,0.1464435146443514
0.8867179672204876,0.6694560669456067,0.1506276150627614
0.8920639507392468,0.6694560669456067,0.1548117154811715
0.8969404828629636,0.6694560669456067,0.1589958158995816
0.9016608002557522,0.6694560669456067,0.1631799163179916
0.9060606046068548,0.6694560669456067,0.1673640167364016
0.9101405286640412,0.6694560669456067,0.1715481171548117
0.9139679936735028,0.6694560669456067,0.1757322175732217
0.9175800412235182,0.6694560669456067,0.1799163179916318
