cost,param0,param1,param2
0.0,0.6896551724137931,0.0,0.0
0.3204292401085992,0.6896551724137931,0.0,0.0344827586206896
0.2218020263956187,0.6896551724137931,0.0,0.0689655172413793
0.243029266683912,0.6896551724137931,0.0,0.1034482758620689
0.2189764405771888,0.6896551724137931,0.0,0.1379310344827586
0.2017707770575852,0.6896551724137931,0.0,0.1724137931034483
0.2173931114294723,0.6896551724137931,0.0,0.2068965517241379
0.229600236367848,0.6896551724137931,0.0,0.2413793103448275
0.2324408976030805,0.6896551724137931,0.0,0.2758620689655172
0.2310485492519566,0.6896551724137931,0.0,0.3103448275862069
0.2306514325162756,0.6896551724137931,0.0,0.3448275862068966
0.2317873971694642,0.6896551724137931,0.0,0.3793103448275862
0.2332556584558034,0.6896551724137931,0.0,0.4137931034482758
0.2345914063841969,0.6896551724137931,0.0,0.4482758620689655
0.2361295937955379,0.6896551724137931,0.0,0.4827586206896551
0.2379151790598809,0.6896551724137931,0.0,0.5172413793103449
0.239410087692402,0.6896551724137931,0.0,0.5517241379310345
0.2405832812163196,0.6896551724137931,0.0,0.5862068965517241
0.2414354711844462,0.6896551724137931,0.0,0.6206896551724138
0.2422327859788676,0.6896551724137931,0.0,0.6551724137931034
0.2429804270191983,0.6896551724137931,0.0,0.6896551724137931
0.2439097497478839,0.6896551724137931,0.0,0.7241379310344828
0.2447537731399194,0.6896551724137931,0.0,0.7586206896551724
0.245597703917669,0.6896551724137931,0.0,0.7931034482758621
0.246441306038975,0.6896551724137931,0.0,0.8275862068965517
0.2472663755233616,0.6896551724137931,0.0,0.8620689655172413
0.2480632698133028,0.6896551724137931,0.0,0.896551724137931
0.2487328403345655,0.6896551724137931,0.0,0.9310344827586208
0.2494620440490997,0.6896551724137931,0.0,0.9655172413793104
0.2500820011162488,0.6896551724137931,0.0,1.0
0.0,0.6896551724137931,0.0344827586206896,0.0
0.3089810329854624,0.6896551724137931,0.0344827586206896,0.0344827586206896
0.5348535181768955,0.6896551724137931,0.0344827586206896,0.0689655172413793
0.5878337567629646,0.6896551724137931,0.0344827586206896,0.1034482758620689
0.5819239614505993,0.6896551724137931,0.0344827586206896,0.1379310344827586
0.5401383589317515,0.6896551724137931,0.0344827586206896,0.1724137931034483
0.513005023292143,0.6896551724137931,0.0344827586206896,0.2068965517241379
0.5051007351820902,0.6896551724137931,0.0344827586206896,0.2413793103448275
0.5047567824404846,0.6896551724137931,0.0344827586206896,0.2758620689655172
0.5016091935097173,0.6896551724137931,0.0344827586206896,0.3103448275862069
0.4952106611758388,0.6896551724137931,0.0344827586206896,0.3448275862068966
0.4876281361941242,0.6896551724137931,0.0344827586206896,0.3793103448275862
0.4805012148969579,0.6896551724137931,0.0344827586206896,0.4137931034482758
0.4742331162309688,0.6896551724137931,0.0344827586206896,0.4482758620689655
0.4692965547938173,0.6896551724137931,0.0344827586206896,0.4827586206896551
0.4656478285732569,0.6896551724137931,0.0344827586206896,0.5172413793103449
0.4627576860824073,0.6896551724137931,0.0344827586206896,0.5517241379310345
0.4600914688325545,0.6896551724137931,0.0344827586206896,0.5862068965517241
0.457376628524938,0.6896551724137931,0.0344827586206896,0.6206896551724138
0.4547165907198519,0.6896551724137931,0.0344827586206896,0.6551724137931034
0.4522105682546589,0.6896551724137931,0.0344827586206896,0.6896551724137931
0.4497294919080385,0.6896551724137931,0.0344827586206896,0.7241379310344828
0.4475349898152533,0.6896551724137931,0.0344827586206896,0.7586206896551724
0.445453994726191,0.6896551724137931,0.0344827586206896,0.7931034482758621
0.4435718958137616,0.6896551724137931,0.0344827586206896,0.8275862068965517
0.4418318466727349,0.6896551724137931,0.0344827586206896,0.8620689655172413
0.4403440558052415,0.6896551724137931,0.0344827586206896,0.896551724137931
0.4388228472358856,0.6896551724137931,0.0344827586206896,0.9310344827586208
0.4373923484452859,0.6896551724137931,0.0344827586206896,0.9655172413793104
0.4360856997999485,0.6896551724137931,0.0344827586206896,1.0
0.0,0.6896551724137931,0.0689655172413793,0.0
0.203915450909269,0.6896551724137931,0.0689655172413793,0.0344827586206896
0.5129199411061447,0.6896551724137931,0.0689655172413793,0.0689655172413793
0.6480689577048028,0.6896551724137931,0.0689655172413793,0.1034482758620689
0.7169318742392548,0.6896551724137931,0.0689655172413793,0.1379310344827586
0.7396244788772448,0.6896551724137931,0.0689655172413793,0.1724137931034483
0.7396780650589017,0.6896551724137931,0.0689655172413793,0.2068965517241379
0.7336612817227465,0.6896551724137931,0.0689655172413793,0.2413793103448275
0.7284887451814787,0.6896551724137931,0.0689655172413793,0.2758620689655172
0.7235717334843753,0.6896551724137931,0.0689655172413793,0.3103448275862069
0.7179762654435096,0.6896551724137931,0.0689655172413793,0.3448275862068966
0.7114382024077323,0.6896551724137931,0.0689655172413793,0.3793103448275862
0.704322869824987,0.6896551724137931,0.0689655172413793,0.4137931034482758
0.6971931834252783,0.6896551724137931,0.0689655172413793,0.4482758620689655
0.6902801614146754,0.6896551724137931,0.0689655172413793,0.4827586206896551
0.6844983458952674,0.6896551724137931,0.0689655172413793,0.5172413793103449
0.6791592965183351,0.6896551724137931,0.0689655172413793,0.5517241379310345
0.6745063514668882,0.6896551724137931,0.0689655172413793,0.5862068965517241
0.6699897610286687,0.6896551724137931,0.0689655172413793,0.6206896551724138
0.6655782210653092,0.6896551724137931,0.0689655172413793,0.6551724137931034
0.6613365256685649,0.6896551724137931,0.0689655172413793,0.6896551724137931
0.6573085930754529,0.6896551724137931,0.0689655172413793,0.7241379310344828
0.6534765806505701,0.6896551724137931,0.0689655172413793,0.7586206896551724
0.6497091043820853,0.6896551724137931,0.0689655172413793,0.7931034482758621
0.6460870016640571,0.6896551724137931,0.0689655172413793,0.8275862068965517
0.642702237772237,0.6896551724137931,0.0689655172413793,0.8620689655172413
0.6395283935993383,0.6896551724137931,0.0689655172413793,0.896551724137931
0.6364474462224554,0.6896551724137931,0.0689655172413793,0.9310344827586208
0.633588634726207,0.6896551724137931,0.0689655172413793,0.9655172413793104
0.6307656411010835,0.6896551724137931,0.0689655172413793,1.0
0.0,0.6896551724137931,0.1034482758620689,0.0
0.1489848249647988,0.6896551724137931,0.1034482758620689,0.0344827586206896
0.4400703187768701,0.6896551724137931,0.1034482758620689,0.0689655172413793
0.6299823522488007,0.6896551724137931,0.1034482758620689,0.1034482758620689
0.7414716650047283,0.6896551724137931,0.1034482758620689,0.1379310344827586
0.8000554883985359,0.6896551724137931,0.1034482758620689,0.1724137931034483
0.8264126416639006,0.6896551724137931,0.1034482758620689,0.2068965517241379
0.835716940523337,0.6896551724137931,0.1034482758620689,0.2413793103448275
0.8377208619232278,0.6896551724137931,0.1034482758620689,0.2758620689655172
0.8367682973005441,0.6896551724137931,0.1034482758620689,0.3103448275862069
0.8346529097329389,0.6896551724137931,0.1034482758620689,0.3448275862068966
0.8317100129295574,0.6896551724137931,0.1034482758620689,0.3793103448275862
0.8282577454753676,0.6896551724137931,0.1034482758620689,0.4137931034482758
0.8244733138139193,0.6896551724137931,0.1034482758620689,0.4482758620689655
0.8204720385383609,0.6896551724137931,0.1034482758620689,0.4827586206896551
0.8165375540849465,0.6896551724137931,0.1034482758620689,0.5172413793103449
0.8127899618139003,0.6896551724137931,0.1034482758620689,0.5517241379310345
0.8092047935015348,0.6896551724137931,0.1034482758620689,0.5862068965517241
0.8057278122153011,0.6896551724137931,0.1034482758620689,0.6206896551724138
0.8024531737960653,0.6896551724137931,0.1034482758620689,0.6551724137931034
0.7992964276730663,0.6896551724137931,0.1034482758620689,0.6896551724137931
0.7961615328645909,0.6896551724137931,0.1034482758620689,0.7241379310344828
0.7930922108802476,0.6896551724137931,0.1034482758620689,0.7586206896551724
0.7901766126947123,0.6896551724137931,0.1034482758620689,0.7931034482758621
0.7872056546087736,0.6896551724137931,0.1034482758620689,0.8275862068965517
0.784289685204634,0.6896551724137931,0.1034482758620689,0.8620689655172413
0.7815727855515826,0.6896551724137931,0.1034482758620689,0.896551724137931
0.7788592242621728,0.6896551724137931,0.1034482758620689,0.9310344827586208
0.7761476779491477,0.6896551724137931,0.1034482758620689,0.9655172413793104
0.7735749919923557,0.6896551724137931,0.1034482758620689,1.0
0.0,0.6896551724137931,0.1379310344827586,0.0
