seed,AR_max,succ,omega,deltag,deltal
64,0.99998661971831,0.99985,0.952600096954987,0.3735691295518516,1.0
68,1.0,1.0,0.9070728897391568,0.3837127360015423,0.9999999999999998
74,0.9997038358695124,0.99035,0.8099258461740846,0.4016755333604239,0.9995709134327272
77,1.0,1.0,0.9995663650191164,0.3706871867599021,0.7459914319422806
78,0.9988222616888351,0.9877,0.9991156877976384,0.3520873552592459,0.8912914683718944
79,0.9997853481824958,0.98135,0.8578773364872451,0.4309555027546515,0.9999999999999996
80,0.9960489522125736,0.91105,0.7777979841057602,0.5109635853364479,1.0
84,1.0,1.0,1.0,0.40600261,0.9999999450937602
86,1.0,1.0,0.99999896,0.37475261,1.0
89,0.9917634563317088,0.8954,0.8687469648483979,0.4091340329198862,0.999986187385661
90,1.0,1.0,0.99999896,0.37475261,1.0
91,0.9999936416485,0.9999,1.0,0.6253925763815935,1.0
92,0.990792161475487,0.06085,0.9943323779836064,0.3830161966544023,1.0
97,0.9981484802655846,0.9797,0.7259961763468648,0.5654082463557389,1.0
101,0.9999917953999312,0.9999,0.9743537864404702,0.6597822568648575,0.7542447783614461
103,0.9999889688117723,0.9999,0.9942998038145688,0.3544821799912367,1.0
106,0.9930385541164044,0.04405,0.9999995818553584,0.4263638207826083,0.999696311689188
109,1.0,1.0,0.99999896,0.7016940624721596,0.9998413583580184
112,1.0,1.0,1.0,0.3154208724978267,1.0
114,1.0,1.0,0.9999186039463294,0.568843410314499,0.9999883843150196
116,0.993063178344774,0.0087,1.0,0.3941968090695124,1.0
119,1.0,1.0,0.99999896,0.5350613527633898,0.999886279892744
120,0.9999376205377098,0.99835,0.8231021458032872,0.3697298874695623,1.0
124,0.9996365267866654,0.99475,0.8936865120815077,0.4430935047235602,1.0
125,0.9782101075,0.50125,1.0,0.3641756483017183,1.0
132,1.0,1.0,0.99999896,0.37475261,1.0
133,1.0,1.0,1.0,0.4369256180611956,1.0
135,1.0,1.0,1.0,0.3757741180645577,1.0
136,0.999295271715875,0.9943,0.998815924077661,0.6916149050625757,1.0
141,1.0,1.0,1.0,0.3873749573909697,0.444030124412946
145,0.9999957560031664,0.99995,0.9214724560138168,0.1998194042201378,0.9640302472847528
147,1.0,1.0,0.99999896,0.614972404418288,0.9998339923589676
150,0.9742772346738728,0.37965,1.0,0.3848503037003709,1.0
151,0.9871703574674344,0.03435,1.0,0.9350742215052452,1.0
152,0.9688598250690516,0.2235,0.9883832104067248,0.3329535892437817,1.0
153,0.9996938762229602,0.9788,0.612917770927163,0.2868059225033524,0.8850002700197608
154,0.9999575930750484,0.9997,0.8842532507793811,0.3772205101392919,1.0
156,1.0,1.0,0.99999896,0.37475261,1.0
158,1.0,1.0,0.99999896,0.37475261,1.0
159,1.0,1.0,1.0,0.5538107816333729,1.0
160,1.0,1.0,0.99999896,0.5999291779952733,0.9997439491954768
161,1.0,1.0,1.0,1.0,1.0
163,0.9982229587600334,0.6679,0.8562540852103372,0.2298677049189603,0.9999999999999998
165,0.9996915355556478,0.98825,0.9372963104003572,0.3511796917000397,1.0
166,1.0,1.0,1.0,0.4058660075724398,1.0
167,1.0,1.0,0.9733244839511224,0.3668411397787832,0.9789052448844188
168,0.9999970397823232,0.99995,0.943666459563991,0.9993790971275964,0.9629221557217236
169,0.9999945773183264,0.99995,0.9999989599700224,0.3747525037760515,0.7187500706196263
171,0.9990168281006456,0.98485,0.8951883880715967,0.6833068425121918,1.0
173,1.0,1.0,0.9999900748129644,0.4828742844725428,0.7724729630363769
183,1.0,1.0,0.99999896,0.37475261,1.0
184,0.9999463245802072,0.9993,0.7792210047539212,0.6085807563863087,1.0
185,0.9999956683804628,0.99995,1.0,0.3747408284118281,0.9994889406637348
186,0.999718599634555,0.97865,0.9551320686574504,0.5504244294337132,1.0
189,0.9996640854305876,0.9967,0.9307498812175612,0.3956222966737576,1.0
191,1.0,1.0,1.0,0.9505803130179352,0.9171984909093864
192,1.0,1.0,0.99999896,0.37475261,1.0
193,0.9999723810587446,0.9998,0.99999896,0.37475261,1.0
194,0.9999972037197232,0.99995,1.0,0.2003188483534221,0.965257105570856
195,0.9629041811987996,0.50935,0.8535665127343985,0.4023644667957469,1.0
197,1.0,1.0,0.999735834607036,0.571567056851018,0.9999987629964868
199,1.0,1.0,1.0,0.6397175627535086,1.0
204,1.0,1.0,1.0,0.4328475475138499,1.0
205,0.9947732764413384,0.7536,0.8359471370912421,0.4336139115926806,0.9999999999999998
208,0.9996695567179164,0.9919,0.7726253048710572,0.6219157451427282,0.9999880763325752
209,0.9949361582334016,0.42465,0.9996908366381388,0.4688216440899351,1.0
211,0.996716214335421,0.2793,1.0,0.6408724255845288,0.9984381065913536
213,0.9999383171106558,0.99885,0.8212340107723145,0.3866087043679997,0.9993335951273656
214,1.0,1.0,0.9999516458490524,0.5828058272927079,0.9999913974271004
218,1.0,1.0,1.0,0.5526546929458753,0.999734782234144
221,0.9997799164272656,0.98495,0.817713438729408,0.3784504708004124,1.0
222,1.0,1.0,1.0,0.4388820480276131,0.984072905195278
223,1.0,1.0,0.99999896,0.37475261,1.0
226,1.0,1.0,1.0,0.4659157352080343,1.0
228,0.9872711178599912,0.3932,0.9795292500987818,0.3619269120693671,1.0
230,0.999059062751408,0.66615,0.9932083246899732,0.3831727593113135,1.0
231,0.9774573086328612,0.19245,0.9998853836423444,0.6106539227709431,1.0
234,0.9900861515317289,0.5714,0.9081021826105626,0.3656048762410352,1.0
235,0.977912362649584,0.1528,0.9602727178312328,0.3699611808500389,1.0
236,1.0,1.0,1.0,0.4214048530984571,1.0
237,0.9738189888603256,0.1505,1.0,0.5003469353353265,1.0
238,1.0,1.0,0.99999896,0.37475261,1.0
241,1.0,1.0,0.99999896,0.37475261,1.0
244,0.9871314445425124,0.80555,0.8837043065543705,0.3376445743179091,0.9999966794398228
245,0.9999677825130604,0.99785,0.8770084885441355,0.4940704331655635,1.0
248,0.9630935411721746,0.0441,0.7910045179885687,0.322329136549365,1.0
249,0.9992745612092354,0.967,0.8706424218270286,0.2388737569640618,1.0
250,1.0,1.0,0.99999896,0.5811582541147213,0.9999915819658144
253,1.0,1.0,0.9821994959955308,0.3906449738266945,1.0
255,0.98903555345189,0.8257,0.817148292221396,0.3651235787519318,1.0
256,1.0,1.0,0.9745053760819432,0.496482346298501,1.0
257,0.9998647796655162,0.9982,0.9583465586114868,0.3102311433873262,1.0
260,0.995718580165003,0.93865,0.705381857218196,0.381330510305259,0.9999964513702198
263,1.0,1.0,0.99999896,0.5208375239996454,0.9996565169629592
264,0.9999646048902656,0.99975,1.0,0.393790272405314,0.9985347550078628
265,0.9997643012238452,0.9685,0.7339121510988571,0.517585577459746,1.0
266,0.9998805400138304,0.99875,1.0,0.3556337786039727,1.0
268,0.9999673236151604,0.9997,0.9382629427689412,0.371763455805522,1.0
269,0.9999985964249748,0.99995,1.0,0.376677200276497,0.9897772878997222
270,1.0,1.0,0.9712134236004608,0.9870869259899028,0.9999785737548104
273,0.998530885477349,0.96935,0.7650586018418456,0.2983443865193801,1.0
274,0.998165320424825,0.0,0.6622364633661914,0.3547507815338176,0.9477467549765294
277,1.0,1.0,0.99999896,0.37475261,1.0
278,0.99997551682312,0.99905,0.9999595006894476,0.1934973273598716,0.9992279663549232
280,0.9980172319099272,0.978,0.9830955413270716,0.3600217649548781,1.0
281,0.9914456320607716,0.0075,1.0,0.6886736814168885,1.0
283,0.9999975499947648,0.99995,0.99999896,0.37475261,1.0
284,0.9999878909817352,0.9999,0.8755807505847999,0.2497579100105837,0.9994171962567632
285,1.0,1.0,0.99999896,0.62475261,1.0
286,0.9999964387387872,0.9999,0.998872855823862,0.6201185989222439,0.9999338382286044
287,0.986278698224852,0.08835,0.7156204178144043,0.4546536985000793,1.0
288,1.0,1.0,0.99999896,0.37475261,1.0
289,0.9984262547134738,0.9776,0.9326602666701658,0.9955619060247852,1.0
290,0.9988272033185042,0.9817,0.7826361015628557,0.4380249367403672,1.0
297,0.9783053234025872,0.6097,0.7236469152123047,0.4771223716563394,0.9999962789081712
299,0.9984201282923508,0.9836,0.7301570107800074,0.4159135663229964,1.0
300,0.9951999210664798,0.0049,0.999897776926834,0.3643613783843527,0.9999999523715764
302,0.9998720105026256,0.99835,0.8225650425718749,0.2420064062640907,0.9999999999999996
303,0.9999737921906022,0.9997,0.9914340789181298,0.3846997686267091,0.9995656128684
304,0.9791562989302576,0.2069,1.0,0.3768582241872576,1.0
305,1.0,1.0,0.99999896,0.5472742750037687,0.999653197332642
306,0.9994412294327464,0.9603,0.8083305096820131,0.2922246962381045,0.9999999999999998
307,0.9998053282009726,0.99145,0.9860755507231392,0.4913007463762348,1.0
308,1.0,1.0,0.99999896,0.37475261,1.0
309,0.999547291687259,0.99775,0.5690265674490154,0.3987509657097676,1.0
310,0.9968818859731924,0.95815,0.7941739005055645,0.3917834237341453,1.0
311,0.9997535785730162,0.99295,0.9527603368694384,0.398361224149012,1.0
323,0.9992639788612342,0.9924,0.8996627791257077,0.9971779432460316,1.0
324,1.0,1.0,1.0,0.374751263895634,0.8756268314733551
325,0.976566144145722,0.15895,0.9904452853115142,0.6159081780313013,1.0
326,0.9945584301862764,0.3629,0.9887876163943486,0.3716230791293514,1.0
328,0.9986244578313253,0.9821,0.9720166829085428,0.3681055829858085,1.0
330,0.9949482986615062,0.3133,1.0,0.369446576468347,1.0
333,0.9999523827562692,0.9996,0.9794395990096978,0.9897820957660832,1.0
335,1.0,1.0,0.9644976266275338,0.3664755146183224,0.4971490030613867
338,0.9995779723760344,0.97885,0.7371030611039784,0.5174629654773283,1.0
340,0.9996985131542122,0.99545,0.6415588521617348,0.4181153598742496,1.0
342,1.0,1.0,0.9999920542979284,0.3087852805404726,0.9997511704289528
343,0.9496072187634178,0.33455,0.9907364921875482,0.37572653786211,1.0
346,0.9557377960434664,0.36145,0.999978321229905,0.3971722116294487,1.0
349,0.9999860215053764,0.99995,1.0,0.3881032499042571,0.7259556238884867
